CustomerId,review,stars
CUST0618,Product did not match the description.,2
CUST0619,Very disappointed with the quality and support.,1
CUST0620,"Not worth the money, poorly made.",2
CUST0621,"Not worth the money, poorly made.",2
CUST0622,"Not worth the money, poorly made.",1
CUST0623,Very satisfied with the quality and performance.,5
CUST0624,"Neither good nor bad, just acceptable.",2
CUST0625,It's functional but has its flaws.,3
CUST0626,Extremely dissatisfied. Waste of money.,2
CUST0627,This product exceeded my expectations and works flawlessly.,5
CUST0628,"Average experience, nothing special.",3
CUST0629,Absolutely love it. Will definitely purchase again.,4
CUST0630,"Average experience, nothing special.",2
CUST0631,"Some features are useful, others are not.",2
CUST0632,Five stars for quality and efficiency.,5
CUST0633,"Some features are useful, others are not.",3
CUST0634,"It works fine, but I was expecting more.",2
CUST0635,This product exceeded my expectations and works flawlessly.,4
CUST0636,Would not recommend this to anyone.,2
CUST0637,Absolutely love it. Will definitely purchase again.,5
CUST0638,Extremely dissatisfied. Waste of money.,2
CUST0639,Great value for the price. Highly recommend it.,5
CUST0640,Quality is subpar and lacks durability.,1
CUST0641,"Not bad, but not great either.",3
CUST0642,Mediocre quality but serves the purpose.,3
CUST0643,"Neither good nor bad, just acceptable.",2
CUST0644,Quality is subpar and lacks durability.,2
CUST0645,Product did not match the description.,2
CUST0646,Absolutely love it. Will definitely purchase again.,4
CUST0647,Highly durable and easy to use.,4
CUST0648,Had a bad experience. Would not buy again.,2
CUST0649,"Neither good nor bad, just acceptable.",3
CUST0650,Arrived broken and customer support was unhelpful.,2
CUST0651,Very satisfied with the quality and performance.,4
CUST0652,Poor performance and unreliable.,2
CUST0653,"Not bad, but not great either.",3
CUST0654,Extremely dissatisfied. Waste of money.,2
CUST0655,Arrived broken and customer support was unhelpful.,2
CUST0656,"The product is okay, does what it's supposed to.",2
CUST0657,This product exceeded my expectations and works flawlessly.,5
CUST0658,Very disappointed with the quality and support.,1
CUST0659,"Some features are useful, others are not.",2
CUST0660,Product did not match the description.,2
CUST0661,Great value for the price. Highly recommend it.,5
CUST0662,"Not bad, but not great either.",3
CUST0663,Great value for the price. Highly recommend it.,5
CUST0664,Five stars for quality and efficiency.,4
CUST0665,Mediocre quality but serves the purpose.,2
CUST0666,Arrived broken and customer support was unhelpful.,2
CUST0667,Fairly priced and average in performance.,3
CUST0668,Product is decent but could use improvements.,3
CUST0669,It's functional but has its flaws.,2
CUST0670,Very satisfied with the quality and performance.,5
CUST0671,Would not recommend this to anyone.,2
CUST0672,"Terrible product, stopped working after a week.",2
CUST0673,Top-notch product. Excellent customer service as well.,4
CUST0674,"It works fine, but I was expecting more.",2
CUST0675,Fairly priced and average in performance.,2
CUST0676,"The product is okay, does what it's supposed to.",2
CUST0677,Very satisfied with the quality and performance.,5
CUST0678,Very disappointed with the quality and support.,1
CUST0679,Fairly priced and average in performance.,3
CUST0680,Top-notch product. Excellent customer service as well.,4
CUST0681,Fairly priced and average in performance.,2
CUST0682,Mediocre quality but serves the purpose.,2
CUST0683,Poor performance and unreliable.,1
CUST0684,Poor performance and unreliable.,1
CUST0685,"Not worth the money, poorly made.",2
CUST0686,"Not worth the money, poorly made.",2
CUST0687,"Average experience, nothing special.",3
CUST0688,Mediocre quality but serves the purpose.,2
CUST0689,This product exceeded my expectations and works flawlessly.,4
CUST0690,Product is decent but could use improvements.,3
CUST0691,Mediocre quality but serves the purpose.,2
CUST0692,Very satisfied with the quality and performance.,5
CUST0693,Highly durable and easy to use.,5
CUST0694,Impressive features and reliable functionality.,4
CUST0695,It's functional but has its flaws.,2
CUST0696,It's functional but has its flaws.,2
CUST0697,Product did not match the description.,2
CUST0698,Arrived broken and customer support was unhelpful.,2
CUST0699,"Some features are useful, others are not.",2
CUST0700,Product did not match the description.,2
CUST0701,Would not recommend this to anyone.,2
CUST0702,"Terrible product, stopped working after a week.",2
CUST0703,Poor performance and unreliable.,2
CUST0704,The design and usability are outstanding.,4
CUST0705,The design and usability are outstanding.,4
CUST0706,"It works fine, but I was expecting more.",2
CUST0707,This product exceeded my expectations and works flawlessly.,5
CUST0708,It's functional but has its flaws.,2
CUST0709,Highly durable and easy to use.,4
CUST0710,Top-notch product. Excellent customer service as well.,4
CUST0711,Very satisfied with the quality and performance.,5
CUST0712,This product exceeded my expectations and works flawlessly.,4
CUST0713,Five stars for quality and efficiency.,5
CUST0714,This product exceeded my expectations and works flawlessly.,5
CUST0715,"Terrible product, stopped working after a week.",2
CUST0716,This product exceeded my expectations and works flawlessly.,5
CUST0717,Had a bad experience. Would not buy again.,2
CUST0718,Had a bad experience. Would not buy again.,2
CUST0719,"Not bad, but not great either.",2
CUST0720,Poor performance and unreliable.,1
CUST0721,Highly durable and easy to use.,4
CUST0722,It's functional but has its flaws.,3
CUST0723,"It works fine, but I was expecting more.",3
CUST0724,Great value for the price. Highly recommend it.,4
CUST0725,"Terrible product, stopped working after a week.",1
CUST0726,Product is decent but could use improvements.,3
CUST0727,It's functional but has its flaws.,2
CUST0728,"Not worth the money, poorly made.",2
CUST0729,It's functional but has its flaws.,2
CUST0730,Highly durable and easy to use.,4
CUST0731,"It works fine, but I was expecting more.",2
CUST0732,Very disappointed with the quality and support.,1
CUST0733,Very satisfied with the quality and performance.,4
CUST0734,Top-notch product. Excellent customer service as well.,4
CUST0735,It's functional but has its flaws.,3
CUST0736,"Not bad, but not great either.",3
CUST0737,It's functional but has its flaws.,3
CUST0738,The design and usability are outstanding.,5
CUST0739,Poor performance and unreliable.,1
CUST0740,"The product is okay, does what it's supposed to.",3
CUST0741,Arrived broken and customer support was unhelpful.,2
CUST0742,Mediocre quality but serves the purpose.,2
CUST0743,"Some features are useful, others are not.",3
CUST0744,Quality is subpar and lacks durability.,1
CUST0745,Very disappointed with the quality and support.,1
CUST0746,Well built and performs better than expected.,5
CUST0747,Five stars for quality and efficiency.,4
CUST0748,Would not recommend this to anyone.,1
CUST0749,This product exceeded my expectations and works flawlessly.,5
CUST0750,"The product is okay, does what it's supposed to.",3
CUST0751,Five stars for quality and efficiency.,5
CUST0752,"Terrible product, stopped working after a week.",1
CUST0753,The design and usability are outstanding.,5
CUST0754,Top-notch product. Excellent customer service as well.,4
CUST0755,Top-notch product. Excellent customer service as well.,4
CUST0756,Extremely dissatisfied. Waste of money.,1
CUST0757,Would not recommend this to anyone.,2
CUST0758,Product did not match the description.,2
CUST0759,Five stars for quality and efficiency.,5
CUST0760,Top-notch product. Excellent customer service as well.,5
CUST0761,"Terrible product, stopped working after a week.",1
CUST0762,Five stars for quality and efficiency.,4
CUST0763,Great value for the price. Highly recommend it.,4
CUST0764,Product did not match the description.,2
CUST0765,Would not recommend this to anyone.,1
CUST0766,Product is decent but could use improvements.,2
CUST0767,Great value for the price. Highly recommend it.,5
CUST0768,Arrived broken and customer support was unhelpful.,1
CUST0769,This product exceeded my expectations and works flawlessly.,5
CUST0770,"Not worth the money, poorly made.",2
CUST0771,Well built and performs better than expected.,5
CUST0772,Highly durable and easy to use.,4
CUST0773,"Not worth the money, poorly made.",1
CUST0774,Product did not match the description.,2
CUST0775,Quality is subpar and lacks durability.,2
CUST0776,Great value for the price. Highly recommend it.,5
CUST0777,Extremely dissatisfied. Waste of money.,2
CUST0778,Quality is subpar and lacks durability.,1
CUST0779,Extremely dissatisfied. Waste of money.,2
CUST0780,Arrived broken and customer support was unhelpful.,1
CUST0781,It's functional but has its flaws.,2
CUST0782,Very satisfied with the quality and performance.,5
CUST0783,"Average experience, nothing special.",3
CUST0784,"Some features are useful, others are not.",2
CUST0785,Fairly priced and average in performance.,3
CUST0786,Highly durable and easy to use.,4
CUST0787,Impressive features and reliable functionality.,5
CUST0788,"Average experience, nothing special.",3
CUST0789,Highly durable and easy to use.,4
CUST0790,"Neither good nor bad, just acceptable.",3
CUST0791,Top-notch product. Excellent customer service as well.,5
CUST0792,Highly durable and easy to use.,5
CUST0793,"Some features are useful, others are not.",3
CUST0794,Highly durable and easy to use.,4
CUST0795,"The product is okay, does what it's supposed to.",3
CUST0796,Extremely dissatisfied. Waste of money.,1
CUST0797,Very disappointed with the quality and support.,2
CUST0798,Very disappointed with the quality and support.,2
CUST0799,Arrived broken and customer support was unhelpful.,1
CUST0800,It's functional but has its flaws.,2
CUST0801,Well built and performs better than expected.,5
CUST0802,Very disappointed with the quality and support.,2
CUST0803,The design and usability are outstanding.,5
CUST0804,"Neither good nor bad, just acceptable.",3
CUST0805,Had a bad experience. Would not buy again.,1
CUST0806,Extremely dissatisfied. Waste of money.,2
CUST0807,Very satisfied with the quality and performance.,5
CUST0808,It's functional but has its flaws.,3
CUST0809,This product exceeded my expectations and works flawlessly.,5
CUST0810,Top-notch product. Excellent customer service as well.,5
CUST0811,This product exceeded my expectations and works flawlessly.,4
CUST0812,It's functional but has its flaws.,2
CUST0813,Poor performance and unreliable.,1
CUST0814,Top-notch product. Excellent customer service as well.,5
CUST0815,"The product is okay, does what it's supposed to.",3
CUST0816,The design and usability are outstanding.,4
CUST0817,"The product is okay, does what it's supposed to.",2
CUST0818,"The product is okay, does what it's supposed to.",3
CUST0819,Highly durable and easy to use.,4
CUST0820,Impressive features and reliable functionality.,5
CUST0821,Arrived broken and customer support was unhelpful.,2
CUST0822,"Not bad, but not great either.",3
CUST0823,Would not recommend this to anyone.,2
CUST0824,Five stars for quality and efficiency.,4
CUST0825,Very disappointed with the quality and support.,1
CUST0826,Top-notch product. Excellent customer service as well.,5
CUST0827,Fairly priced and average in performance.,2
CUST0828,Fairly priced and average in performance.,3
CUST0829,This product exceeded my expectations and works flawlessly.,5
CUST0830,Five stars for quality and efficiency.,4
CUST0831,Mediocre quality but serves the purpose.,2
CUST0832,Highly durable and easy to use.,5
CUST0833,Poor performance and unreliable.,1
CUST0834,"Not bad, but not great either.",2
CUST0835,Highly durable and easy to use.,4
CUST0836,"Terrible product, stopped working after a week.",2
CUST0837,Product did not match the description.,1
CUST0838,Quality is subpar and lacks durability.,2
CUST0839,"Not bad, but not great either.",2
CUST0840,Top-notch product. Excellent customer service as well.,5
CUST0841,Top-notch product. Excellent customer service as well.,4
CUST0842,Highly durable and easy to use.,5
CUST0843,Absolutely love it. Will definitely purchase again.,4
CUST0844,Very satisfied with the quality and performance.,4
CUST0845,Would not recommend this to anyone.,2
CUST0846,"The product is okay, does what it's supposed to.",2
CUST0847,It's functional but has its flaws.,3
CUST0848,Very disappointed with the quality and support.,2
CUST0849,"Neither good nor bad, just acceptable.",3
CUST0850,Impressive features and reliable functionality.,4
CUST0851,Product did not match the description.,2
CUST0852,Absolutely love it. Will definitely purchase again.,5
CUST0853,Highly durable and easy to use.,5
CUST0854,Absolutely love it. Will definitely purchase again.,5
CUST0855,"It works fine, but I was expecting more.",2
CUST0856,Would not recommend this to anyone.,1
CUST0857,Poor performance and unreliable.,1
CUST0858,Mediocre quality but serves the purpose.,2
CUST0859,Very disappointed with the quality and support.,2
CUST0860,Well built and performs better than expected.,4
CUST0861,Product did not match the description.,1
CUST0862,The design and usability are outstanding.,5
CUST0863,"Some features are useful, others are not.",2
CUST0864,Well built and performs better than expected.,5
CUST0865,Product did not match the description.,2
CUST0866,Had a bad experience. Would not buy again.,2
CUST0867,"Some features are useful, others are not.",2
CUST0868,Great value for the price. Highly recommend it.,4
CUST0869,Highly durable and easy to use.,4
CUST0870,The design and usability are outstanding.,4
CUST0871,Product did not match the description.,2
CUST0872,Great value for the price. Highly recommend it.,5
CUST0873,Highly durable and easy to use.,4
CUST0874,"It works fine, but I was expecting more.",2
CUST0875,Would not recommend this to anyone.,1
CUST0876,Great value for the price. Highly recommend it.,4
CUST0877,"Not bad, but not great either.",2
CUST0878,Poor performance and unreliable.,1
CUST0879,This product exceeded my expectations and works flawlessly.,5
CUST0880,Product is decent but could use improvements.,3
CUST0881,The design and usability are outstanding.,5
CUST0882,Impressive features and reliable functionality.,5
CUST0883,Quality is subpar and lacks durability.,2
CUST0884,"Average experience, nothing special.",3
CUST0885,"Average experience, nothing special.",2
CUST0886,Absolutely love it. Will definitely purchase again.,4
CUST0887,Very disappointed with the quality and support.,2
CUST0888,Extremely dissatisfied. Waste of money.,1
CUST0889,Extremely dissatisfied. Waste of money.,1
CUST0890,Top-notch product. Excellent customer service as well.,4
CUST0891,"Not worth the money, poorly made.",2
CUST0892,Impressive features and reliable functionality.,4
CUST0893,Great value for the price. Highly recommend it.,5
CUST0894,Absolutely love it. Will definitely purchase again.,5
CUST0895,Impressive features and reliable functionality.,5
CUST0896,Absolutely love it. Will definitely purchase again.,4
CUST0897,The design and usability are outstanding.,5
CUST0898,Great value for the price. Highly recommend it.,4
CUST0899,Impressive features and reliable functionality.,4
CUST0900,Product did not match the description.,1
CUST0901,Five stars for quality and efficiency.,4
CUST0902,"It works fine, but I was expecting more.",2
CUST0903,Well built and performs better than expected.,4
CUST0904,Quality is subpar and lacks durability.,2
CUST0905,Great value for the price. Highly recommend it.,5
CUST0906,Product did not match the description.,2
CUST0907,Very satisfied with the quality and performance.,4
CUST0908,Five stars for quality and efficiency.,5
CUST0909,The design and usability are outstanding.,5
CUST0910,Would not recommend this to anyone.,2
CUST0911,Great value for the price. Highly recommend it.,5
CUST0912,"Not bad, but not great either.",3
CUST0913,Product did not match the description.,2
CUST0914,Had a bad experience. Would not buy again.,2
CUST0915,Fairly priced and average in performance.,2
CUST0916,"Neither good nor bad, just acceptable.",2
CUST0917,Highly durable and easy to use.,5
CUST0918,Absolutely love it. Will definitely purchase again.,4
CUST0919,Great value for the price. Highly recommend it.,5
CUST0920,It's functional but has its flaws.,3
CUST0921,Well built and performs better than expected.,5
CUST0922,Very satisfied with the quality and performance.,4
CUST0923,Poor performance and unreliable.,1
CUST0924,Five stars for quality and efficiency.,4
CUST0925,Five stars for quality and efficiency.,4
CUST0926,"Some features are useful, others are not.",2
CUST0927,Five stars for quality and efficiency.,4
CUST0928,Very disappointed with the quality and support.,2
CUST0929,Very satisfied with the quality and performance.,5
CUST0930,Product did not match the description.,1
CUST0931,"Neither good nor bad, just acceptable.",3
CUST0932,Impressive features and reliable functionality.,5
CUST0933,Very satisfied with the quality and performance.,5
CUST0934,"Neither good nor bad, just acceptable.",2
CUST0935,Top-notch product. Excellent customer service as well.,5
CUST0936,"The product is okay, does what it's supposed to.",3
CUST0937,Well built and performs better than expected.,5
CUST0938,Five stars for quality and efficiency.,4
CUST0939,Well built and performs better than expected.,4
CUST0940,Top-notch product. Excellent customer service as well.,4
CUST0941,Extremely dissatisfied. Waste of money.,2
CUST0942,This product exceeded my expectations and works flawlessly.,4
CUST0943,Extremely dissatisfied. Waste of money.,2
CUST0944,"Average experience, nothing special.",2
CUST0945,Great value for the price. Highly recommend it.,4
CUST0946,Great value for the price. Highly recommend it.,5
CUST0947,Product did not match the description.,1
CUST0948,Arrived broken and customer support was unhelpful.,2
CUST0949,It's functional but has its flaws.,2
CUST0950,This product exceeded my expectations and works flawlessly.,5
CUST0951,"Average experience, nothing special.",2
CUST0952,Top-notch product. Excellent customer service as well.,4
CUST0953,Poor performance and unreliable.,2
CUST0954,This product exceeded my expectations and works flawlessly.,4
CUST0955,Would not recommend this to anyone.,1
CUST0956,Great value for the price. Highly recommend it.,4
CUST0957,This product exceeded my expectations and works flawlessly.,4
CUST0958,Product did not match the description.,1
CUST0959,Great value for the price. Highly recommend it.,4
CUST0960,Extremely dissatisfied. Waste of money.,1
CUST0961,Very satisfied with the quality and performance.,4
CUST0962,This product exceeded my expectations and works flawlessly.,5
CUST0963,Very disappointed with the quality and support.,2
CUST0964,The design and usability are outstanding.,4
CUST0965,Five stars for quality and efficiency.,5
CUST0966,Absolutely love it. Will definitely purchase again.,4
CUST0967,Had a bad experience. Would not buy again.,1
CUST0968,Arrived broken and customer support was unhelpful.,1
CUST0969,Very satisfied with the quality and performance.,5
CUST0970,"Not worth the money, poorly made.",1
CUST0971,Very disappointed with the quality and support.,1
CUST0972,Great value for the price. Highly recommend it.,5
CUST0973,Well built and performs better than expected.,5
CUST0974,Five stars for quality and efficiency.,4
CUST0975,Absolutely love it. Will definitely purchase again.,4
CUST0976,Would not recommend this to anyone.,1
CUST0977,"Average experience, nothing special.",3
CUST0978,"It works fine, but I was expecting more.",3
CUST0979,This product exceeded my expectations and works flawlessly.,4
CUST0980,"Neither good nor bad, just acceptable.",2
CUST0981,Would not recommend this to anyone.,2
CUST0982,Top-notch product. Excellent customer service as well.,5
CUST0983,Had a bad experience. Would not buy again.,1
CUST0984,Very disappointed with the quality and support.,2
CUST0985,The design and usability are outstanding.,5
CUST0986,Well built and performs better than expected.,5
CUST0987,Quality is subpar and lacks durability.,2
CUST0988,Highly durable and easy to use.,5
CUST0989,Impressive features and reliable functionality.,5
CUST0990,Would not recommend this to anyone.,1
CUST0991,Had a bad experience. Would not buy again.,2
CUST0992,Well built and performs better than expected.,4
CUST0993,Poor performance and unreliable.,2
CUST0994,It's functional but has its flaws.,3
CUST0995,"The product is okay, does what it's supposed to.",3
CUST0996,Well built and performs better than expected.,4
CUST0997,Great value for the price. Highly recommend it.,4
CUST0998,Impressive features and reliable functionality.,4
CUST0999,Poor performance and unreliable.,1
CUST1000,Five stars for quality and efficiency.,4
